City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
4035715,Avarua,CK,-21.2078,-159.775,71.65,100,75,3.44
3932145,Pisco,PE,-13.7,-76.2167,68.05,73,100,6.91
1571067,Phan Rang-Thap Cham,VN,11.5667,108.9833,80.04,79,100,7.14
2738381,Lata,PT,40.1629,-8.3327,84.49,37,0,11.97
6182212,Williams Lake,CA,52.1415,-122.1445,63.97,77,40,0.0
3372707,Ribeira Grande,PT,38.5167,-28.7,77.4,94,40,8.99
608359,Shalqar,KZ,47.8333,59.6,84.2,36,77,10.76
4041552,Saipan,MP,15.1355,145.701,81.3,83,20,3.44
4513583,Hamilton,US,39.1834,-84.5333,83.39,58,0,4.61
1486913,Vorgashor,RU,67.5833,63.95,67.51,63,24,4.41
2015306,Tiksi,RU,71.6872,128.8694,35.33,93,95,6.82
2014624,Udachny,RU,66.4167,112.4,62.82,44,8,11.88
3407755,Amarante do Maranhão,BR,-5.5667,-46.7422,98.17,24,0,6.91
7304591,West Island,CC,-12.1568,96.8225,76.98,78,100,23.02
2122614,Okha,RU,53.5739,142.9478,54.93,95,100,3.29
3354071,Oranjemund,NA,-28.55,16.4333,54.09,65,0,12.24
1490256,Talnakh,RU,69.4865,88.3972,69.21,90,96,4.09
3664980,Boa Vista,BR,2.8197,-60.6733,84.18,70,75,4.61
2140691,Koné,NC,-21.0595,164.8658,61.29,85,4,4.0
145531,Saurimo,AO,-9.6608,20.3916,88.43,14,4,2.01
1328121,Bogale,MM,16.2833,95.4,79.88,87,100,16.24
3833367,Ushuaia,AR,-54.8,-68.3,35.26,55,20,9.22
523392,Naryan-Mar,RU,67.6713,53.087,79.5,61,26,13.78
962367,Richards Bay,ZA,-28.783,32.0377,63.34,58,6,7.92
1054500,Tsiombe,MG,-25.3,45.4833,67.66,74,63,5.82
2112802,Hasaki,JP,35.7333,140.8333,79.27,88,0,15.01
3487963,Yallahs,JM,17.8748,-76.5624,92.48,64,9,14.45
564593,Dubovskoye,RU,47.4092,42.7575,80.73,37,62,2.17
2432678,Faya-Largeau,TD,17.9257,19.1043,109.69,10,0,13.13
3443289,Castillos,UY,-34.1667,-53.8333,61.11,54,64,8.93
3652764,Puerto Ayora,EC,-0.7393,-90.3518,74.55,96,57,5.01
964420,Port Elizabeth,ZA,-33.918,25.5701,53.89,62,0,16.11
2126682,Bilibino,RU,68.0546,166.4372,40.8,95,100,2.24
2034651,Suileng,CN,47.25,127.0833,67.48,84,0,2.75
77726,Ataq,YE,14.5377,46.8319,83.41,47,12,13.42
1492566,Severo-Yeniseyskiy,RU,60.3725,93.0408,59.54,98,100,3.18
2505329,Béjaïa,DZ,36.7559,5.0843,83.48,74,40,5.75
65170,Baardheere,SO,2.3446,42.2764,84.9,47,94,19.15
4845585,Westport,US,41.1415,-73.3579,73.6,53,20,12.66
2271968,Aljezur,PT,37.3191,-8.8033,76.87,50,2,15.28
4036284,Alofi,NU,-19.0595,-169.9187,66.09,100,100,9.22
7280414,Cole Harbour,CA,44.6724,-63.4751,69.17,77,60,5.01
2128975,Nemuro,JP,43.3236,145.575,68.2,86,98,16.51
1255361,Suratgarh,IN,29.3167,73.9,96.58,43,38,7.43
2088122,Port Moresby,PG,-9.4431,147.1797,74.17,91,100,14.52
2175527,Blackmans Bay,AU,-43.0167,147.3167,49.8,57,13,20.45
3928924,Satipo,PE,-11.2522,-74.6386,83.55,53,54,2.62
2019951,Mirny,RU,62.5353,113.9611,64.24,51,98,8.99
108048,As Sulayyil,SA,20.4607,45.5779,107.85,9,22,5.75
3374117,Nova Sintra,CV,14.8667,-24.7167,73.35,72,100,2.19
2473572,Mahdia,TN,35.5047,11.0622,89.55,59,4,11.5
2094342,Kavieng,PG,-2.5744,150.7967,81.95,75,100,11.03
680963,Constanța,RO,44.1833,28.65,81.28,58,41,16.78
1281019,Hotan,CN,37.0997,79.9269,77.22,44,36,18.16
1337605,Mahibadhoo,MV,3.7833,72.9667,83.55,73,63,7.23
5983720,Iqaluit,CA,63.7506,-68.5145,49.73,81,20,8.05
330534,Mīzan Teferī,ET,6.9833,35.5833,64.53,96,67,1.81
5859699,College,US,64.8569,-147.8028,59.58,85,75,3.44
2636445,Swanage,GB,50.6092,-1.9626,64.74,85,99,14.0
2641434,Northam,GB,51.0333,-4.2167,63.46,95,95,23.55
6324733,St. John's,CA,47.5649,-52.7093,61.93,100,100,8.05
3163392,Ålesund,NO,62.4723,6.1549,60.91,85,75,3.44
5376870,Newman,US,37.3138,-121.0208,78.15,19,93,3.56
4034821,Mata-Utu,WF,-13.2816,-176.1745,79.59,81,94,8.79
3415667,Isafjordur,IS,66.0755,-23.124,53.64,71,75,6.91
5799783,King,US,47.4665,-121.8179,52.59,73,47,1.01
7522183,Atafu Village,TK,-8.5421,-172.5159,82.78,72,5,14.94
902620,Mwinilunga,ZM,-11.7358,24.4293,78.01,17,14,4.9
5367788,Lompoc,US,34.6391,-120.4579,59.79,100,100,3.44
4474274,Kill Devil Hills,US,36.0307,-75.676,76.51,83,100,13.8
1516589,Dzhezkazgan,KZ,47.7833,67.7667,84.78,26,0,4.47
5850248,Lihue,US,21.9789,-159.3672,75.6,84,100,11.5
1735106,George Town,MY,5.4112,100.3354,83.61,82,20,3.44
3514843,Vega de Alatorre,MX,20.0333,-96.6333,84.76,67,96,7.87
3563504,Contramaestre,CU,20.2978,-76.2414,91.45,52,1,3.42
6690296,Saint-Joseph,RE,-21.3667,55.6167,66.58,69,22,11.43
6166142,Thunder Bay,CA,48.4001,-89.3168,71.51,53,75,9.22
1282256,Hithadhoo,MV,-0.6,73.0833,81.82,75,100,3.49
2012532,Zhigalovo,RU,54.8097,105.1578,63.18,82,39,2.17
7306518,Utrik,MH,11.2278,169.8474,82.74,79,99,19.42
2033667,Xinqing,CN,48.2333,129.5,61.34,95,1,1.83
2068110,Kununurra,AU,-15.7667,128.7333,69.78,83,40,4.61
1129867,Qala i Naw,AF,34.9874,63.1289,86.31,12,0,10.49
2013258,Vrangel',RU,42.7297,133.0839,67.91,99,100,8.3
3869716,Tocopilla,CL,-22.092,-70.1979,71.19,62,7,5.99
2462881,Laayoune,EH,27.1622,-13.2032,89.94,45,0,26.46
3935288,Minas de Marcona,PE,-15.2119,-75.1103,67.82,53,4,9.6
4251141,Taylorville,US,39.5489,-89.2945,82.09,61,40,4.61
516615,Nyazepetrovsk,RU,56.0531,59.6028,71.98,56,15,5.99
3893629,Coquimbo,CL,-29.9533,-71.3436,56.93,88,75,6.91
5820705,Casper,US,42.8666,-106.3131,81.73,42,0,7.0
2525513,Bovalino,IT,38.149,16.174,84.15,54,0,5.28
2026786,Berezovyy,RU,51.6667,135.7,59.52,97,9,2.33
3461425,Ilhabela,BR,-23.7781,-45.3581,67.89,74,54,6.33
1855203,Nishinoomote,JP,30.7333,131.0,80.8,70,100,16.96
3874787,Punta Arenas,CL,-53.15,-70.9167,36.59,73,37,20.71
7287775,Nizhnesortymskiy,RU,62.4397,71.7603,63.1,81,89,11.83
1853483,Oyama,JP,36.3,139.8,83.35,74,4,4.45
364216,Wad az Zāki,SD,14.4619,32.2065,90.66,42,20,12.37
5122534,Jamestown,US,42.097,-79.2353,70.2,60,100,5.75
3472473,Alto Araguaia,BR,-17.3147,-53.2153,90.55,21,0,7.11
2128072,Shiraoi,JP,42.55,141.35,75.45,86,100,10.45
5697383,McCook,US,40.2019,-100.6257,80.96,68,0,6.91
1861280,Itoman,JP,26.1247,127.6694,82.42,83,40,11.5
1636022,Martapura,ID,-3.4167,114.85,78.89,89,39,5.75
5847504,Kailua-Kona,US,19.6406,-155.9956,74.01,88,100,4.0
292688,Ar Ruways,AE,24.1103,52.7306,94.23,41,29,6.2
1863426,Katsuren-haebaru,JP,26.3369,127.8719,82.58,83,20,3.44
2242885,Camabatela,AO,-8.1881,15.375,77.59,36,11,5.35
1264569,Mādhoganj,IN,27.1167,80.15,89.85,59,85,4.56
2013392,Vilyuysk,RU,63.7553,121.6247,53.04,56,0,3.98
1726449,Basco,PH,20.4487,121.9702,82.18,79,100,1.66
4033205,Uturoa,PF,-16.7333,-151.4333,79.72,71,86,18.72
866062,Iskateley,RU,67.6803,53.1512,76.6,63,39,14.12
2198148,Suva,FJ,-18.1416,178.4415,65.68,94,75,0.0
2081986,Palikir,FM,6.9248,158.1611,75.94,94,75,0.0
6185377,Yellowknife,CA,62.456,-114.3525,66.72,77,75,5.01
3424901,Aasiaat,GL,68.7098,-52.8699,35.49,93,100,5.53
2093846,Kiunga,PG,-6.1219,141.2906,72.9,100,100,1.77
1526041,Atasū,KZ,48.6814,71.6433,76.41,49,78,2.46
3391360,Santana,BR,-0.0583,-51.1817,91.58,66,40,16.11
2078127,Flying Fish Cove,CX,-10.4217,105.6791,74.88,78,75,14.97
1062146,Mahavelona,MG,-17.6848,49.5087,67.98,80,29,5.46
3403697,Cametá,BR,-2.2444,-49.4958,93.18,45,0,4.32
2037712,Dehui,CN,44.5333,125.7,71.31,97,12,9.84
2173911,Broken Hill,AU,-31.95,141.4333,52.47,64,0,5.06
2507943,Aïn Sefra,DZ,32.75,-0.5833,93.06,20,79,2.89
7306511,Enewetak,MH,11.3474,162.3373,81.12,82,100,20.92
1279694,Xinyuan,CN,37.3,99.0,45.34,79,63,3.8
736151,Grevená,GR,40.0845,21.4274,92.41,30,57,2.19
5380437,Pacific Grove,US,36.6177,-121.9166,55.87,93,100,13.0
5989403,Kapuskasing,CA,49.4169,-82.4331,59.0,82,100,11.5
7839240,Enchanted Hills,US,35.3368,-106.593,80.15,40,35,1.99
478297,Usogorsk,RU,63.4106,48.6872,76.32,69,8,5.26
6180550,Whitehorse,CA,60.7161,-135.0538,57.97,67,20,2.3
5582371,Steamboat Springs,US,40.485,-106.8317,76.75,38,0,3.0
63344,Cadale,SO,2.7603,46.3222,77.99,80,24,18.45
7262697,Haiku-Pauwela,US,20.9219,-156.3051,69.64,75,20,5.75
8224783,Stanley,GB,54.868,-1.6985,63.28,69,65,15.48
2019951,Mirny,RU,62.5353,113.9611,64.24,51,99,8.99
1269570,Jaggayyapeta,IN,16.9,80.1,81.86,79,100,9.64
1337607,Kudahuvadhoo,MV,2.6708,72.8944,83.44,71,87,3.65
3894871,Chonchi,CL,-42.6128,-73.8092,55.11,72,97,4.81
2633274,Akureyri,IS,65.6835,-18.0878,53.53,82,40,12.66
3456102,Nova Viçosa,BR,-17.8919,-39.3719,73.24,73,96,17.2
3445026,Vila Velha,BR,-20.3297,-40.2925,69.94,83,75,4.61
2218478,Brak,LY,27.5496,14.2714,111.97,7,4,10.42
6050194,La Sarre,CA,48.8002,-79.1996,59.81,76,97,6.87
1267390,Kavaratti,IN,10.5669,72.642,82.54,78,6,11.48
5856050,Holualoa,US,19.6228,-155.9522,70.0,86,100,3.44
53654,Mogadishu,SO,2.0371,45.3438,77.04,83,11,16.75
2032007,Dalandzadgad,MN,43.5708,104.425,82.38,26,0,16.22
2290609,Dabakala,CI,8.3667,-4.4333,82.99,74,96,3.24
1055433,Tôlanaro,MG,-25.0319,46.9987,71.67,78,0,16.11
1130131,Qalāt,AF,32.1058,66.9083,85.37,23,52,4.54
562245,Gadzhiyevo,RU,69.2551,33.3362,56.41,88,99,0.4
2537878,Safi,MA,32.1667,-8.8333,95.07,25,0,17.65
3361934,Saldanha,ZA,-33.0117,17.9442,53.65,71,100,14.54
2487620,Metlili Chaamba,DZ,32.2667,3.6333,117.54,5,0,6.91
75337,Hajjah,YE,15.6943,43.6058,76.91,51,89,4.72
2074865,Carnarvon,AU,-24.8667,113.6333,63.39,83,0,15.9
5921147,Chibougamau,CA,49.9168,-74.3659,62.22,63,20,9.22
3355672,Lüderitz,NA,-26.6481,15.1594,57.81,52,0,26.11
5855809,Hawaiian Paradise Park,US,19.5933,-154.9731,70.56,83,100,3.44
2036595,Jalai Nur,CN,49.45,117.7,69.12,66,81,6.11
2172880,Byron Bay,AU,-28.65,153.6167,58.62,75,32,5.08
3096880,Kalisz,PL,51.7611,18.091,71.46,61,94,3.83
1270396,Howrah,IN,22.5892,88.3103,86.0,84,40,3.44
98459,Aş Şuwayrah,IQ,32.9256,44.7758,101.86,9,0,12.93
931070,Chikwawa,MW,-16.0335,34.8009,78.21,29,20,1.74
2886242,Cologne,DE,50.9333,6.95,72.18,52,0,18.41
3171366,Quadrivio,IT,45.0297,9.2223,87.57,59,49,5.23
3448903,São João da Barra,BR,-21.6403,-41.0511,66.29,74,100,5.57
4031110,Fale old settlement,TK,-9.3852,-171.2468,82.18,78,82,12.3
502011,Revda,RU,56.801,59.9303,64.27,72,2,5.59
5554072,Juneau,US,58.3019,-134.4197,64.02,92,40,6.91
3530599,Ciudad del Carmen,MX,18.6333,-91.8333,86.04,74,40,11.5
2449067,Timbuktu,ML,16.7735,-3.0074,101.08,26,68,4.32
2947416,Bochum,DE,51.4833,7.2167,69.21,60,83,5.99
2306774,San Antonio de Palé,GQ,-1.4014,5.6325,72.73,80,98,12.3
3694112,Paita,PE,-5.0892,-81.1144,76.41,68,22,12.57
4034745,Afaahiti,PF,-17.75,-149.2833,69.67,74,88,20.04
6620339,Karratha,AU,-20.7377,116.8463,68.47,26,49,8.75
2524495,Isola di Capo Rizzuto,IT,38.96,17.0933,86.74,54,0,14.97
638321,Saarijärvi,FI,62.7049,25.254,64.56,83,59,2.8
6082231,Mount Pearl,CA,47.5166,-52.7813,61.07,100,100,8.05
2359142,Kongoussi,BF,13.3258,-1.5347,95.36,37,45,1.59
2016701,Shimanovsk,RU,52.0,127.7,66.13,73,50,5.64
3413604,Selfoss,IS,63.9331,-20.9971,58.05,78,94,6.55
2127202,Anadyr,RU,64.75,177.4833,55.0,76,75,8.01
2121052,Sovetskaya Gavan',RU,48.9723,140.2878,60.98,99,94,2.91
5775346,Grantsville,US,40.5999,-112.4644,89.47,23,0,8.99
3398480,Gurupá,BR,-1.405,-51.64,92.86,44,24,4.29
2122104,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,54.19,100,75,2.24
2179537,Wellington,NZ,-41.2866,174.7756,50.7,86,75,18.41
1490042,Tashtagol,RU,52.7657,87.8894,62.02,87,39,3.49
2206895,Greymouth,NZ,-42.4667,171.2,45.34,83,86,5.39
523426,Naro-Fominsk,RU,55.3875,36.7331,71.96,68,9,4.61
1263752,Māngrol,IN,21.1167,70.1167,80.53,88,90,19.28
3464008,Esmeraldas,BR,-19.7625,-44.3139,74.86,43,57,4.79
5783695,Tooele,US,40.5308,-112.2983,85.68,23,0,5.75
2111704,Namie,JP,37.4833,141.0,81.99,83,60,3.62
1861416,Ishigaki,JP,24.3448,124.1572,80.73,94,52,4.61
3674676,Mitú,CO,1.1983,-70.1733,81.93,76,70,4.16
6254928,Virginia,US,37.5481,-77.4467,83.32,56,75,8.05
1159301,Zahedan,IR,29.4963,60.8629,91.31,13,0,18.41
2027487,Arkhara,RU,49.4212,130.0842,63.16,91,1,4.81
3386213,Touros,BR,-5.1989,-35.4608,84.11,63,32,17.96
2013952,Ust'-Ilimsk,RU,58.0006,102.6619,61.92,96,100,15.88
2980080,Saint-François,FR,46.4154,3.9054,72.84,43,0,12.66
467539,Yemetsk,RU,63.4721,41.7941,60.73,85,79,2.91
1713917,El Nido,PH,11.1858,119.3956,81.32,80,100,9.46
986717,Kruisfontein,ZA,-34.0033,24.7314,49.89,60,100,19.37
2210554,Sirte,LY,31.2089,16.5887,85.12,59,2,14.36
4038473,Piti Village,GU,13.4626,144.6933,79.38,94,0,0.0
5908723,Bridgewater,CA,44.3835,-64.5155,70.56,78,85,10.36
5959878,Gaspé,CA,48.8334,-64.4819,71.82,53,20,12.66
60019,Eyl,SO,7.9803,49.8164,77.76,80,86,24.7
2886242,Cologne,DE,50.9333,6.95,72.03,52,0,18.41
3449747,Santa Vitória do Palmar,BR,-33.5189,-53.3681,60.75,58,58,5.53
5411479,Alamosa,US,37.4695,-105.87,69.78,46,0,4.61
75427,Hadibu,YE,12.65,54.0333,78.85,80,59,19.84
1265888,Kovūr,IN,14.4833,79.9833,88.57,53,100,8.75
363885,Wau,SS,7.7029,27.9953,72.99,98,100,5.44
2032054,Choibalsan,MN,48.0667,114.5,78.12,33,45,9.33
3461465,Iguape,BR,-24.7081,-47.5553,66.94,69,62,4.38
2148086,Strathfieldsaye,AU,-36.8,144.3667,48.25,61,18,5.44
2118647,Vilyuchinsk,RU,52.9306,158.4028,55.26,94,100,0.92
6942076,Banlung,KH,13.7468,107.0045,72.82,99,100,5.26
2476403,Timimoun,DZ,29.2639,0.231,118.78,5,0,4.61
6113466,Princeville,CA,45.7668,-61.2985,69.6,73,75,10.36
2463447,Dakhla,EH,23.6848,-15.958,77.02,69,16,33.38
24851,Nūrābād,IR,34.0734,47.9725,81.37,16,18,6.78
310858,Kahramanmaraş Province,TR,38.0,37.0,74.14,27,17,6.35
4164092,Merritt Island,US,28.5392,-80.672,92.03,61,0,5.75
922773,Kolwezi,CD,-10.7148,25.4667,72.95,21,29,3.0
1687894,Santa Rosa,PH,14.3122,121.1114,77.86,96,100,7.14
749704,Çarşamba,TR,41.1989,36.7219,74.95,60,20,5.75
3832899,Viedma,AR,-40.8135,-62.9967,65.77,25,43,10.92
3420846,Qaqortoq,GL,60.7167,-46.0333,47.34,71,59,6.11
2032814,Arvayheer,MN,46.2639,102.775,70.11,37,100,2.42
2303611,Esim,GH,4.8699,-2.2405,78.82,80,55,7.18
3665202,Aripuanã,BR,-9.1667,-60.6333,98.58,19,58,4.61
1280757,Laojunmiao,CN,39.8333,97.7333,68.14,37,98,11.1
933186,Orapa,BW,-21.2833,25.3667,53.89,23,0,9.33
2063036,Port Lincoln,AU,-34.7333,135.8667,56.97,66,49,13.71
261601,Kalambaka,GR,39.7044,21.6269,90.05,31,65,1.57
2761186,Wilhelmsburg,AT,48.1057,15.6054,72.03,80,65,11.16
3832132,Zapala,AR,-38.8992,-70.0544,59.2,41,89,13.2
1259460,Pokaran,IN,26.9167,71.9167,90.3,58,63,18.37
1726279,Lawas,PH,13.764,121.0566,79.99,81,100,6.13
3517970,San Pedro Pochutla,MX,15.7333,-96.4667,84.7,63,97,2.86
3415496,Keflavik,IS,64.0049,-22.5624,54.03,82,100,9.22
1792916,Tianpeng,CN,30.9866,103.9393,82.87,84,87,3.06
1695546,Pandan,PH,14.0453,124.1694,81.27,82,99,10.89
942701,Vrede,ZA,-27.4257,29.1659,39.83,34,0,5.01
186180,Moyale,KE,3.5167,39.0584,73.81,54,98,12.08
1801757,Luqiao,CN,28.5808,121.3772,75.72,93,74,1.7
1487112,Vikulovo,RU,56.8167,70.6107,65.7,85,92,5.7
1279396,Mount Abu,IN,24.6,72.7,70.45,83,39,8.84
1850523,Tateyama,JP,34.9833,139.8667,80.29,85,20,14.23
147368,Ordubad,AZ,38.9059,46.0234,71.47,74,3,14.43
2614776,Ringkøbing,DK,56.0901,8.244,60.03,76,83,18.25
964408,Port Saint John's,ZA,-31.6229,29.5448,61.72,38,3,19.28
7306523,Mejit,MH,10.2753,170.8646,82.78,81,100,20.36
5866583,Saint Paul Harbor,US,57.79,-152.4072,60.31,67,100,10.36
1502257,Kozhevnikovo,RU,56.2589,83.9714,63.25,96,60,4.5
5359864,Isla Vista,US,34.4133,-119.861,79.7,61,0,4.61
5178195,Altoona,US,40.5187,-78.3947,75.22,59,28,1.01
6180285,Whitecourt,CA,54.1502,-115.6855,61.84,88,75,5.75
2217351,Ghat,LY,24.9647,10.1728,106.54,7,1,18.43
264670,Argos,GR,37.6333,22.7333,88.79,40,14,5.37
2082727,Abepura,ID,-2.6333,140.5833,77.81,83,40,4.61
1822029,Stung Treng,KH,13.5259,105.9683,75.06,99,100,3.98
342641,Batī,ET,11.1833,40.0167,82.35,34,92,8.03
6913519,Semera,ET,11.501,41.201,100.81,19,100,13.0
2281120,Tabou,CI,4.423,-7.3528,78.76,79,86,9.78
7601774,Bikenibeu Village,KI,1.3673,173.1241,76.96,100,75,3.44
3874943,Quellón,CL,-43.1167,-73.6167,50.25,93,100,4.61
828218,Zaozërsk,RU,69.4005,32.4476,59.7,81,96,2.26
1503153,Klyuchi,RU,52.2667,79.1667,71.17,60,73,5.37
1281593,Burang,CN,30.25,81.1667,54.39,68,75,4.79
1563281,Tuy Hoa,VN,13.0833,109.3,82.08,71,86,13.96
3839565,Quimilí,AR,-27.6333,-62.4167,83.23,28,2,13.11
5146062,Ashland,US,40.8167,-82.2665,76.14,82,0,3.42
1521762,Kurchum,KZ,48.5722,83.6542,73.85,39,1,1.81
1511709,Alzamay,RU,55.5562,98.6644,63.57,79,38,4.16
2098329,Daru,PG,-9.0763,143.2092,76.3,84,85,18.1
1498087,Nadym,RU,65.5333,72.5167,57.7,83,18,11.86
3712505,Chepo,PA,9.1667,-79.1,87.58,72,99,1.63
5134295,Rome,US,43.2128,-75.4557,69.62,55,40,6.91
1328421,Pathein,MM,16.7833,94.7333,80.13,87,100,15.84
1639337,Kroya,ID,-7.6331,109.2461,71.76,86,41,6.13
4058061,Daleville,US,31.3102,-85.713,92.35,58,0,9.22
2015842,Svirsk,RU,53.0858,103.3325,66.34,81,70,2.37
1141540,Gereshk,AF,31.8209,64.5701,94.95,12,29,4.56
1218420,Seydi,TM,39.4816,62.9137,92.12,13,0,10.02
2145554,Ulladulla,AU,-35.35,150.4667,56.82,51,0,9.57
1039536,Maxixe,MZ,-23.8597,35.3472,71.42,78,0,14.97
5469841,Grants,US,35.1473,-107.8514,79.03,36,0,12.66
3393536,Olinda,BR,-8.0089,-34.8553,82.13,74,75,14.97
1702032,Manay,PH,7.215,126.5397,78.42,84,76,8.99
187585,Marsabit,KE,2.3284,37.9899,70.34,53,44,14.54
1280517,Nagqu Prefecture,CN,31.5,92.0,45.25,85,100,5.53
3419842,Sisimiut,GL,66.9395,-53.6735,42.82,83,85,9.48
3098898,Góra,PL,51.6664,16.5349,74.01,41,90,11.92
1487784,Vargashi,RU,55.3556,65.8467,67.84,72,72,6.55
2177914,Andergrove,AU,-21.0833,149.1833,63.75,84,25,10.11
1636322,Manismata,ID,-2.4667,111.0333,72.88,96,37,2.86
2070998,Geraldton,AU,-28.7667,114.6,50.41,93,0,0.0
3671437,Caucayá,CO,-0.1934,-74.7819,84.04,61,99,4.0
3985710,Cabo San Lucas,MX,22.8909,-109.9124,92.16,61,0,5.01
597729,Kybartai,LT,54.6386,22.7632,71.11,59,52,8.46
866055,Priladozhskiy,RU,59.85,31.4833,72.54,99,78,3.04
2178753,Kirakira,SB,-10.4544,161.9205,76.75,88,100,8.41
3388456,São José da Coroa Grande,BR,-8.8978,-35.1478,79.88,71,17,10.87
1636556,Mamuju,ID,-2.6748,118.8885,79.11,85,92,1.88
3924679,Vilhena,BR,-12.7406,-60.1458,88.02,37,0,8.05
1691538,Romblon,PH,12.5751,122.2708,82.9,77,100,20.92
4153188,Destin,US,30.3935,-86.4958,90.95,65,0,9.22
2025579,Chegdomyn,RU,51.1167,133.0167,59.23,97,5,0.98
1507116,Dudinka,RU,69.4058,86.1778,69.62,88,41,10.58
2155415,New Norfolk,AU,-42.7826,147.0587,48.72,82,21,11.52
5710360,Winnemucca,US,40.973,-117.7357,80.65,13,0,3.44
